QueryId,Query,Label
68124,TELL ME CUT WORM CONTROL IN GARLIC,Plant Protection
53546,blossming IN BLACK GRAM  ?,Nutrient Management
68173,Asked about VILLUPURAM  weather report information,Weather
68174,Fertiliser dose for onion?,Fertilizer Use and Availability
68220,"plz, tell me weather information for mandawara?",Weather
68219,Asking about Bhendi Yellow vein mosaic virus,Plant Protection
68218,Stem borer problem in Paddy crop..?,Plant Protection
53537,Asked about TKM 13 characters details,Nutrient Management
68217,COTTON RED MITES MANAGEMENT,Plant Protection
68216,farmer want to know information about How to control of fungal attack in bottle gourd  crop?,Plant Protection
68215,asking about Blackgram market rate at Vellore,Market Information
68214,ROOT ROT OF CAULIFLOWER.,Plant Protection
53538,TELL ME INSECT CONTROL IN CHILLES ?,Plant Protection
53539,BROAD LEAVES WEED PROBLEM,Weed Management
68212,APHID PROBLEM IN LEMON CROP.,Plant Protection
53540,Farmer need weather information of chhindwara district of madhya pradesh ?,Weather
68211,information  maize ?,Varieties
68210,asking about Early blight management  in tomato,Plant Protection
53541,Asking about paddy varieties,Cultural Practices
68221,fungal disease (leaf scalding )control in rice ?,Plant Protection
68209,farmer want to know about bhavanter yojana,Government Schemes
53536,Information regarding about weather of ani?,Weather
68223,waste dicomposer information,Weather
68236,Farmer wants to know information about weather forecast of sironj at vidisha district?,Weather
68235,farmer want to know about weather information for piprai tehshil ashoknagar district?,Weather
68234,FARMER ASKED FOR FERTILIZER SPRAY ?,Fertilizer Use and Availability
68233,farmer want to know information about How to control of tarmit attack in Groundnut crop?,Plant Protection
68232,information for blast control paddy crop?,Nutrient Management
68231,information regarding soil testing in open field?,Plant Protection
68230,TELL ME WHITE GRUB CONTROL OF URD BEAN,Plant Protection
68229,Asking about Foliar spray in tomato,Nutrient Management
53534,About pomegranate ?,Nutrient Management
68228,Information regarding weather in Panchkula ?,Field Preparation
68227,seed treatment of urad ?,Cultural Practices
53535,PLZ TELL ME CONTROL OF FUNGUS IN COTTON,Plant Protection
68226,Farmer wants to know information about how to control wilt in gram crop ?,Plant Protection
68225,broad leaves weed management in maize crop?,Weed Management
68224,bakanae disease control infarmetion of rice ?,Plant Protection
68222,flower initiation in 2 years mango plant,Cultural Practices
53542,Asking about Market rate for maize,Market Information
68208,Information regarding how to control thrips in mango plant ?,Plant Protection
68207,asking about banana sucking pest management,Plant Protection
68187,Nutrient management of paddy crop..?,Fertilizer Use and Availability
68186,weather of jhansi ?,Plant Protection
68185,pest problem in bhindi,Field Preparation
68184,Information regarding to weather in Hissar ?,Field Preparation
53544,Asking about weather forecast? This week weather is CLOUDY and no Possibility of Rainfall,Weather
68183,Seed treatment of potato..?,Plant Protection
53545,give the contact number of CIMAP,Government Schemes
68182,plant protection in paddy....?,Plant Protection
68181,asking about bottlegourd season,Cultural Practices
68180,"ASKING ABOUT THE WEATHER REPORT OF NANOOR BLOCK, BIRBHUM.",Weather
68179,TELL ME WEATHER REPORT IN NHANUMANGARH,Weather
68178,Farmer needs information regarding control measure of fungal disease in  onion crop?,Plant Protection
68177,Farmer want to know information about how to control sucking pest in chilli crop?,Weather
68176,yellowing problem in bajra..?,Nutrient Management
68175,ASKING ABOUT WEATHER REPORT OF JALANGI  BLOCK  IN MURSHIDABAD DISTRICT,Weather
68188,TELL ME MARKET PRICE OF MUSTARD ?,Market Information
68189,Asking about Leaf caterpillar management in drum stick,Plant Protection
53543,flower droping of pea ?,Cultural Practices
68190,Information about weather of Bhoranj?,Weather
68206,Farmer needs information regarding nutrient management in soybean crop ?,Fertilizer Use and Availability
68205,Asked about corn worm management,Plant Protection
68204,subsidy of irrigation System.,Cultural Practices
68203,Farmer need weather information of Sironj tahsil of madhya pradesh.?,Weather
68202,TELL ME ABOUT MARKETING PROCESS ON MUSTARD ON MSP,Market Information
68201,Nymphula depunctalis control in paddy ....?,Plant Protection
68200,asked  about FOR GUMMOSIS ON ORANGE .(????),Plant Protection
53502,asking about mango pruning management month,Cultural Practices
68199,thrips problem in chilly,Plant Protection
68197,Asking about Preparation of nursery area in paddy:,Cultural Practices
68196,TELL ME CONTECT NUMBER OF KVK GURGAUN ?,Weather
68195,TELL ME CONTROL OF COLLAR ROT IN GRAM,Plant Protection
68194,asking about root rot management for watermelon,Plant Protection
68193,Weed management in mentha   ?,Cultural Practices
68192,Fruit and shoot borer in brinjal?,Plant Protection
68191,farmer want to know information about collection of soil sample for soil testing?,Plant Protection
68198,Farmer wants to know information about how to increase growth of Til crop?,Nutrient Management
68374,TELL ME ABOUT VARITIES OF FODDER SORGHUM ?,Varieties
68375,Asked about pudhukottai weather report information,Weather
68376,TELL ME ABOUT FRUIT CREAKING CONTROL IN CITRUS,Nutrient Management
68557,Asking about Villupuram weather Report,Weather
68556,tell me SUBSIDY FARM PON,Market Information
68555,"pls,  tell me weather information for nighasan?",Weather
68554,Information regarding control of insect-pest in brijal?,Plant Protection
68553,weather information of muzaffarnagar?,Weather
68552,asking about mealy bug in paddy,Plant Protection
68551,Asking about fertilizer dose for sugarcane ?,Fertilizer Use and Availability
53464,asking about Paddy season and varieites (samba),Varieties
53465,asking about agri intex fair complex 2018,Cultural Practices
68550,weed control of sugarcane,Weed Management
68549,Crop protection in tobacco?,Plant Protection
68548,how to control flower drop in guava ?,Plant Protection
68547,TELL ME ABOUT OF INSECT CONTROL IN PUMPKIN,Plant Protection
68546,FRUIT BORER IN BOTTLEGOURD,Plant Protection
68545,motha ka prakop,Field Preparation
68558,This Asking about weather forecast?,Weather
53467,Winged bean plant protection..?,Plant Protection
68559,Asking about Basal fertilizer management for groundnut .,Fertilizer Use and Availability
68561,TELL ME NUTRIENT MANAGEMENT in onion ?,Fertilizer Use and Availability
53460,urea dose in sugandh paddy crop,Cultural Practices
68572,Asking about villupuram today weather Report,Varieties
68571,information about weather of Bareilly ?,Weather
68570,Asking about Muskmelon sowing season,Cultural Practices
68569,Information regarding about yellowness in onion?,Plant Protection
53461,Weed control in Maize Crop    ?,Weed Management
53462,Asking about market price black gram,Market Information
68568,"Information regarding weather in fatehabad,?",Weather
68567,How to control red spider in soybean crop?,Plant Protection
53463,FERTILIZER DOSE IN PADDY (OTHER VARIETY),Nutrient Management
68566,THRIPS INFESTATION  IN CAULIFLOWER,Plant Protection
68565,TELL ME CONTROL IN LEAF MALFORMITION IN MANGO ?,Plant Protection
68564,asking about Arecanut total yield,Cultural Practices
68563,Asked about groundnut basal fertilizer management,Nutrient Management
68562,Farmer want to know information about how to control sucking pest in pigeon pea crop?,Plant Protection
68560,TELL ME CUMIN RATE OF JODPUR MANDI,Weather
68574,information for shoot borare insect in sugarcane?,Nutrient Management
68544,Information regarding weather in pehowa ?,Weather
68542,leaf hopper in urd,Plant Protection
68525,information regarding to weather Karnal ?,Weather
68524,Asking about  Top dressing fertilizer management for paddy,Fertilizer Use and Availability
68523,TELL ME INSECT CONTROL IN GUAR ?,Plant Protection
68522,weather information in  Aligarh ?,Weather
68521,Ask about white fly control informatio,Plant Protection
68520,CONTROL OF CERCOSPORA LEAF SPOT IN BRINJAL.,Plant Protection
68519,"asking about Krishi Vigyan Kendra, Virinjipuram, Vellore contact no.",Market Information
68518,Farmer wants to know information about weather of chhindwara district ?,Weather
53472,fruit dropping in mango tree,Plant Protection
68516,Asking about leaf blight in Mango,Plant Protection
68515,Top shoot borer in cane ?,Plant Protection
53473,CHILLI DAMPINGOFF MANGAEMENT,Plant Protection
68513,GEHU ME MAHU KEET ...?,Plant Protection
68512,Insect control in bottle gourd crop  ?,Plant Protection
68511,asked about fruit borer attack ?,Plant Protection
68526,plant grouth infarmetion of chilli ?,Plant Protection
68543,TELL ME INSECT CONTROL IN SOYBEAN  ?,Plant Protection
53471,FERTILIZER SPRAY FOR GROWTH-TURMERIC ?,Fertilizer Use and Availability
68527,Weather forecasting for your Chhindwara  district of Madhya Pradesh?,Weather
68541,ASKED ABOUT FERTILIZER SPRAY ON BHINDI?,Fertilizer Use and Availability
68540,Bacterial leaf spot in chillies?,Plant Protection
68539,information regarding weather of gohar ?,Weather
68538,Asking about weather report for Tiruvannamalai,Weather
68537,asking ABOUT weather report for coimbatore,Weather
53468,Tell me potato rate information of shahjahanpur Mandi?,Market Information
68535,TELL ME WHITEGRUB CONTROL IN BAJRA,Weather
68534,•Control of flower drop in mango plant...?,Plant Protection
68533,Farmer wants to information about weather forecasting in Ujjain district?,Weather
68532,Varieties of Capsicum,Weather
68531,TELL ME CONTACT NUMBER SOIL TESTING LABORATERY,Field Preparation
68530,Farmer want to know information about govt. schemes of agriculture?,Weather
53469,asking about seed treatement in bitter gourd,Nutrient Management
68529,TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN CHILLI ?,Plant Protection
68528,Asking about bottle gourd fertilizer management,Fertilizer Use and Availability
53470,TELL ME WEED CONTROL IN ONION ?,Plant Protection
53459,Asking about inflorescence blight management in Arecanut,Plant Protection
68575,Control of stem borer in paddy crops ...?,Plant Protection
68576,weather information...?,Cultural Practices
68621,CHILLIES BECOME FADE IN COLOUR,Plant Protection
53443,Farmer wants to know information about weather of ashoknagar  district?,Weather
68619,fruit dropping of bail?,Plant Protection
68618,TELL ME ANIMAL insurance,Market Information
68617,farmer want to know information about  how to increase growth of  paddy crop?,Field Preparation
68616,TELL ME INSECT CONTROL IN CHILI,Plant Protection
68615,SOWING TIME NURSURY OF CABBAGE ?,Field Preparation
68614,"apply 20 KG UREA ,50 kg DAP ,40 kg MOP,and 10 kg Zinc in cotton at sowing time .",Fertilizer Use and Availability
68613,Sowing time of Cucurbits  ?,Cultural Practices
68612,Information regarding weather of jind ?,Weather
68611,Asking about Aruppukottai  Reginal research  station  contact number,Government Schemes
68610,Weather information of sahaanpur ?,Weather
53444,TELL ME ABOUT APHID CONTROL IN METHI ?,Plant Protection
53445,asking about early shoot borer management in maize,Plant Protection
68609,Information regarding weather in kurukshetra?,Weather
53442,Farmer want to know information about weather of Korba district?,Weather
68608,TELL ME ABOUT PEST CONTROL IN BHINDI ?,Plant Protection
68622,TELL ME SUBSIDY ON GODAUN ?,Government Schemes
68624,farmer want about weather information for district ?,Weather
68639,Asking about weather detail for Thiruvarur dist,Weather
53438,TELL ME SUBSIDY ON KNAPSAK SPRAYER ?,Government Schemes
68637,Information Of Hybrid Paddy Varieties   ?,Weather
68636,asking about NPK percentage of Sesamum cake,Nutrient Management
53439,asking about mettur weather report,Weather
68634,bakanae disease in paddy ?,Plant Protection
68633,TELL ME BLIGHT CONTROL IN TOMATO ?,Plant Protection
68632,TELL ME SUBSIDY IN DIGGI,Weather
68631,Plant protectionof cauliflower...?,Plant Protection
68630,Information regarding weather in  hisar ?,Weather
53440,TELL ME CATERPILLAR CONTROL IN GUAR,Plant Protection
53441,Weather Information District Meerut.....?,Weather
68627,ASKED ABOUT FERTILIZER SPRAY ON BHINDI?,Cultural Practices
68626,Asking about Inducing more tillering in paddy crop,Fertilizer Use and Availability
68625,asking about Leaf curl management in Chillie,Plant Protection
68623,Information regarding weather in Kurukshetra?,Weather
68607,Asking about Tapioca forecast market price,Market Information
53446,Farmer wants to know information about weather of Your narsimpur district ?,Weather
68606,FARMER ASKED THRIPS ATTACK ON MANGO ?,Plant Protection
68589,wilting of chili plants ?,Plant Protection
68588,blast disesae control in banana.?,Plant Protection
53453,DRENCHING ?,Plant Protection
